contact_id,daysmart_id,first_name,last_name,email,phone,last_appointment_date,primary_service,total_appointments,lifetime_spend,loyalty_points,sms_opt_in,email_opt_in,notes,zerobounce_status,data_status,import_date
ZCR-111926,,Karen,Clark,annabriggs@example.com,(188) 330-0392,2026-03-07,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-111927,,Jeremy,Williams,jeremyfranco@example.org,(156) 671-7019,2025-10-03,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111928,,Heather,Wilson,joseph50@example.org,(378) 711-4652,2026-03-17,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-111929,,Debra,Nicholson,phill@example.net,(452) 424-5040,2026-03-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111931,,Kevin,Cook,phicks@example.org,(532) 811-7982,2025-04-19,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111932,,Patrick,Hale,,(086) 066-6346,2024-09-13,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-111933,,Miranda,Sloan,,(012) 900-6167,2025-01-21,,0,0.0,0,No,Yes,,abuse,LIVE,2026-04-14
ZCR-111934,,Steven,Sims,bernard48@example.net,(456) 758-3328,2024-10-27,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111935,,Donald,Everett,montgomerycatherine@example.com,(983) 103-4313,2026-02-03,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-111936,,Evan,Moore,ryancannon@example.com,(946) 162-1502,2024-08-12,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111937,,Jeremy,Garcia,millermary@example.com,(589) 047-7126,2024-09-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111938,,Christopher,Chen,tammyruiz@example.com,(418) 366-5002,2025-03-19,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111939,,Timothy,Mcdaniel,bbonilla@example.com,(898) 701-1835,2024-05-28,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111940,,Amy,Anderson,cummingsbarbara@example.org,(346) 777-9093,2025-04-11,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111941,,Christopher,Hernandez,haleleslie@example.org,(072) 090-1432,2024-07-09,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111943,,Michelle,Matthews,dstewart@example.org,(580) 451-0052,2025-07-21,,0,0.0,0,No,Yes,,do_not_mail,LIVE,2026-04-14
ZCR-111944,,David,Wright,stacydavies@example.com,(093) 496-4991,2024-06-09,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-111945,,Christopher,Gomez MD,yhaley@example.org,(827) 196-2778,2024-11-13,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111947,,Julian,Williams,richardjustin@example.org,(171) 624-9605,2024-07-17,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111948,,Kenneth,Clark,santoscatherine@example.org,(373) 773-4605,2025-12-29,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111949,,Jeffrey,Smith,thomassampson@example.org,(897) 658-0817,2025-07-09,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111950,,Sharon,Macdonald,danielstrickland@example.net,(180) 238-8879,2024-09-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111951,,Monique,Hernandez,anne84@example.org,(931) 210-2920,2025-10-04,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111952,,Stacy,Tapia,sfitzgerald@example.org,(520) 290-8440,2024-09-11,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111953,,John,Lucas,frenchcharles@example.org,(069) 132-3179,2026-01-14,,0,0.0,0,No,Yes,,do_not_mail,LIVE,2026-04-14
ZCR-111954,,Kelly,Cowan,wschaefer@example.com,(976) 374-1659,2025-05-31,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111956,,Samantha,Watson,castrotamara@example.net,(627) 950-9694,2026-03-12,,0,0.0,0,No,Yes,,do_not_mail,LIVE,2026-04-14
ZCR-111957,,Madison,Lopez,dorseyjessica@example.com,(440) 134-9386,2025-07-05,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-111958,,Jesse,Smith,jonescarla@example.org,(224) 969-6894,2024-11-12,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111959,,Kelly,Solis,smithrobert@example.com,(375) 207-7288,2024-11-30,,0,0.0,0,No,Yes,,do_not_mail,LIVE,2026-04-14
ZCR-111960,,Alexis,Porter,hinesconnie@example.net,(004) 609-4068,2024-05-19,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111961,,Jacob,Boyd,moodyamanda@example.org,(546) 400-5225,2024-10-04,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111962,,Alexis,Hernandez,francis87@example.net,(719) 480-7700,2026-01-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111963,,Steven,Guzman,tammiestewart@example.com,(074) 858-2084,2025-11-07,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111964,,Mrs.,Ashley Cortez,tara89@example.com,(537) 767-8004,2025-08-24,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-111965,,Benjamin,Carter,roy21@example.com,(307) 804-6967,2025-09-22,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111966,,Lisa,Munoz,,(586) 047-2682,2025-11-03,,0,0.0,0,No,Yes,,spamtrap,LIVE,2026-04-14
ZCR-111967,,Bernard,Merritt,jessicalong@example.com,(431) 476-7411,2024-06-17,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111969,,Jennifer,Grant,rodneytaylor@example.com,(402) 606-9744,2024-07-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111970,,Courtney,Perez,qdavis@example.net,(670) 372-4561,2024-12-08,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111971,,Gary,Taylor,latoya92@example.net,(524) 092-4690,2025-10-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111972,,Terry,Tanner,raymond87@example.com,(092) 734-2609,2024-07-08,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-111973,,Kevin,Miller,irichardson@example.com,(808) 055-8823,2025-05-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111974,,Erin,Kirk,khorn@example.org,(043) 269-5683,2024-09-28,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111975,,Angel,Hughes,alvaradobryce@example.com,(240) 124-8204,2024-11-23,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111976,,Patrick,Garcia,david73@example.com,(666) 518-2114,2025-04-25,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-111978,,Juan,Mills,qrosales@example.com,(196) 684-0956,2024-08-09,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111979,,Patty,Yu,frosario@example.org,(829) 566-8909,2025-04-25,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111980,,John,Powers,greenhoward@example.com,(066) 775-0166,2024-07-28,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111981,,Michael,Mcintyre,nicolewright@example.net,(621) 859-1344,2025-07-16,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111983,,Brian,Burns,,(545) 618-1300,2025-05-01,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-111984,,Annette,Moore,,(883) 707-8433,2026-02-06,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-111985,,Natalie,Taylor,adamshoward@example.org,(894) 572-9886,2026-02-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111986,,Emily,Mcmillan,josephwalls@example.net,(985) 074-9287,2025-07-26,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-111987,,Sophia,Morse,oschroeder@example.org,(342) 197-2998,2024-11-14,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111988,,Randy,Mitchell,dawnjordan@example.net,(743) 656-5799,2026-02-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111989,,Ashley,Douglas,jamesmorgan@example.com,(212) 936-3801,2026-04-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111990,,Kenneth,Santos,gcochran@example.org,(109) 900-2962,2024-05-22,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111991,,Tara,Jackson,collinsderrick@example.net,(382) 299-9932,2024-04-27,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111993,,Dennis,Leonard,,(199) 444-6218,2025-07-12,,0,0.0,0,No,Yes,,abuse,LIVE,2026-04-14
ZCR-111994,,Emily,Watson,charles15@example.com,(155) 900-6462,2025-05-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111995,,David,Tucker,kristibryant@example.net,(996) 528-3900,2025-10-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111996,,Taylor,Newton,jasmine94@example.net,(085) 950-5130,2026-02-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111997,,Stacy,Francis,josephnewman@example.com,(101) 315-9441,2025-07-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-111998,,Amy,Thompson,,(236) 646-4868,2025-05-04,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-111999,,Matthew,Howard MD,ocallahan@example.net,(352) 549-9357,2024-07-14,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112000,,Jacob,Turner,,(545) 984-3259,2024-06-06,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112001,,Kathryn,Howard,jose70@example.com,(146) 158-6524,2025-11-07,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112002,,Denise,Carpenter,katie64@example.org,(473) 346-4270,2024-10-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112003,,Laura,Costa,carl50@example.net,(003) 571-1182,2024-10-15,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112004,,Roger,Brady,nicholas42@example.org,(987) 032-4550,2026-04-01,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112005,,Cynthia,Miller,munozjulie@example.com,(571) 280-7792,2025-04-20,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112006,,Ashley,Miranda,bakerjohn@example.org,(376) 797-1159,2026-01-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112007,,Steve,Hall,bradythomas@example.com,(762) 161-3834,2026-03-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112008,,Michelle,Holt,matthewnoble@example.net,(941) 329-2262,2025-01-03,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112009,,John,Flynn,simpsonjames@example.net,(165) 990-6758,2025-05-31,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112010,,Justin,Miller,tbarnes@example.com,(061) 706-9809,2025-08-25,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112011,,Bailey,Pearson,ruben30@example.org,(168) 733-4702,2025-01-22,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112012,,Felicia,Bauer,kevinmathis@example.org,(566) 365-3485,2024-04-30,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112014,,Nicole,Brennan,edwinowen@example.com,(302) 206-8010,2026-03-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112015,,Sheryl,Chan,kristindavis@example.com,(188) 290-2568,2024-04-14,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112016,,Keith,Randall,michaelwilliam@example.org,(762) 383-7162,2025-04-01,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112017,,Brian,Luna,betty26@example.org,(889) 833-4309,2025-02-27,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112019,,Mary,Johnson,michaelbaker@example.org,(122) 378-5502,2026-01-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112020,,Edward,Mclaughlin,juanthomas@example.net,(151) 303-2754,2026-02-17,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112022,,Gabriela,Roberts,brownrachel@example.org,(353) 620-4701,2025-01-02,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112023,,Christina,Ball,,(799) 512-6390,2025-03-15,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112024,,Kelly,Gordon,qthompson@example.org,(489) 013-9649,2024-05-07,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112025,,Danielle,Ford,xgallegos@example.org,(861) 370-1184,2025-01-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112026,,Paul,Sexton,sonyabates@example.com,(523) 519-0017,2025-06-27,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112028,,Isabella,Collins,walter59@example.net,(303) 144-3844,2025-10-27,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112030,,Jacqueline,Brown,xblanchard@example.com,(693) 156-1289,2025-04-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112031,,Vincent,Hernandez,,(953) 326-1422,2024-06-16,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112032,,Keith,Walsh,kenneth06@example.com,(663) 971-7697,2025-07-05,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112033,,Mr.,Dustin Knight,christinemartinez@example.org,(502) 234-0250,2025-10-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112034,,Heather,Rodriguez,portermarcus@example.com,(002) 657-5671,2025-02-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112035,,Michael,Miller,christopher48@example.net,(122) 652-2847,2024-10-05,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112036,,Bruce,Hebert,yfernandez@example.com,(841) 858-7220,2025-12-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112038,,Tonya,Valdez,,(059) 491-4150,2025-01-24,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112039,,Lydia,Martinez,piercedanielle@example.com,(348) 581-7430,2025-10-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112041,,Debra,Lee,cruzluis@example.org,(072) 019-6799,2024-09-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112042,,Pamela,Bush MD,jeremiah14@example.net,(495) 389-2627,2024-07-13,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112043,,David,Duncan,henry11@example.com,(141) 303-5678,2024-11-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112044,,Mr.,Thomas Pitts,jennifer16@example.net,(370) 106-6311,2025-10-16,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112045,,Stacey,Ruiz,fwarren@example.net,(417) 241-5692,2025-06-27,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112047,,Stephanie,Ball,jjackson@example.com,(871) 146-5408,2025-11-11,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112048,,Jason,Ortiz,,(345) 770-9522,2024-05-23,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112049,,Jon,Wilson,cheryllopez@example.com,(899) 801-0684,2024-08-07,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112050,,Antonio,Garcia,kimberly59@example.net,(377) 607-7552,2024-08-31,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112051,,Donna,Cannon,fosterlatoya@example.net,(362) 654-5907,2025-08-08,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112052,,Melissa,Brown,xdavis@example.org,(435) 656-5770,2026-02-12,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112053,,Mary,Walsh,cwilson@example.com,(747) 740-8724,2025-12-08,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112054,,Jason,Anderson,loganmichael@example.org,(989) 395-1657,2025-05-13,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112055,,Stephen,Dawson,richardbailey@example.org,(320) 788-5713,2025-04-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112058,,Tammy,Murphy,blindsey@example.net,(965) 188-7071,2024-05-10,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112059,,Cody,Tucker,navarromolly@example.net,(377) 374-0026,2025-02-10,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112060,,Kimberly,Gallegos,roy24@example.net,(070) 369-0374,2026-03-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112061,,Laura,Pace,christina35@example.com,(203) 132-6215,2025-04-05,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112062,,Nicole,Alexander,brianpineda@example.com,(834) 032-6680,2024-12-25,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112063,,Richard,Ballard,smithryan@example.org,(966) 279-3215,2025-11-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112064,,Victoria,Hernandez,james23@example.net,(237) 811-0081,2024-12-09,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112065,,Mike,Walsh,kimberly89@example.com,(192) 386-8468,2024-10-30,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112066,,Nicholas,Harvey,marcorollins@example.org,(878) 903-4119,2025-07-02,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112067,,Amanda,Peterson,nicole97@example.net,(910) 835-8672,2025-04-16,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112068,,Martin,Johnson,watsonchristopher@example.com,(214) 925-9449,2025-06-20,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112069,,James,Mason,molinajaclyn@example.org,(231) 356-5514,2025-07-17,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112070,,Dr.,Andre Shaffer Jr.,,(827) 006-5287,2024-09-23,,0,0.0,0,No,Yes,,spamtrap,LIVE,2026-04-14
ZCR-112072,,Jeremy,White,vbriggs@example.com,(080) 190-3124,2025-07-07,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112073,,Sarah,Allen,vlucas@example.org,(673) 535-0290,2025-01-30,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112074,,Brian,Estrada,cainjacob@example.com,(895) 267-6702,2024-09-02,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112075,,Robert,Mcbride,craigjames@example.net,(768) 626-5325,2025-07-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112076,,Daniel,Li,,(764) 552-9416,2025-07-24,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112077,,Oscar,Berger,kellergina@example.com,(092) 490-5315,2025-08-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112078,,Sarah,Wood,yharris@example.net,(599) 691-2736,2025-03-15,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112079,,Maria,Williams,wesleygentry@example.org,(820) 101-1718,2024-07-03,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112080,,Richard,Collins,matthewturner@example.org,(736) 434-8686,2024-09-18,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112081,,Ryan,Wilkinson,rwright@example.net,(862) 606-5903,2024-09-04,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112083,,Jeffrey,Booker,nsanders@example.net,(181) 377-1047,2025-11-26,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112084,,Brian,Burton,,(917) 141-8181,2024-12-24,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112085,,Tina,Rodriguez,cbeasley@example.com,(220) 289-0724,2024-11-01,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112086,,Barbara,Santos,,(422) 621-9265,2024-11-25,,0,0.0,0,No,Yes,,spamtrap,LIVE,2026-04-14
ZCR-112087,,Teresa,Herring,tina13@example.net,(461) 295-6643,2025-04-14,,0,0.0,0,No,Yes,,do_not_mail,LIVE,2026-04-14
ZCR-112088,,Jocelyn,Jordan,rbarnes@example.org,(240) 703-4212,2024-12-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112089,,Teresa,Brown,antonio99@example.net,(634) 415-7508,2024-09-28,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112090,,David,Nguyen,abenton@example.net,(172) 941-0211,2025-07-15,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112091,,Carrie,Adams,bryan48@example.com,(383) 526-0039,2026-02-22,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112092,,Cody,Russell,floresjessica@example.org,(286) 214-3924,2024-05-16,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112093,,Brendan,Hensley,scott18@example.net,(072) 061-4935,2024-07-01,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112094,,Nicholas,Alvarez,davismariah@example.com,(252) 046-4124,2024-06-14,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112095,,Heather,Hickman,wileysusan@example.org,(652) 439-4409,2024-12-19,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112097,,Christopher,Sims,,(433) 701-1022,2025-05-02,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112098,,Melanie,Johnston,natalie11@example.org,(698) 350-8435,2025-01-25,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112099,,Lawrence,Mcdonald,ihoward@example.com,(591) 533-0909,2024-06-19,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112100,,Alexandra,Frye,stonecynthia@example.org,(153) 405-2662,2024-08-09,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112101,,Charles,Smith,scottgonzalez@example.com,(918) 074-5818,2024-08-09,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112102,,Victor,Salas,jeffrey37@example.org,(609) 095-7982,2025-01-17,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112103,,John,Ortiz,smckinney@example.org,(525) 538-3858,2026-03-14,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112104,,Kenneth,Hill,,(442) 739-3721,2025-10-29,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112105,,Megan,Cook,,(364) 832-8368,2025-07-07,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112107,,Michael,Beck,shill@example.com,(845) 070-3678,2025-01-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112108,,Sherri,Moran,carrollkeith@example.com,(891) 420-3212,2025-04-10,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112109,,Elizabeth,Woodward,sarah46@example.org,(379) 796-8638,2024-08-02,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112110,,Troy,Wallace,maria73@example.com,(037) 785-5389,2026-01-16,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112112,,Brian,Flores,ulawrence@example.org,(192) 214-3371,2024-12-04,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112114,,Andrew,Higgins,reyesbrandon@example.org,(662) 590-8595,2025-01-23,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112115,,Julia,Evans,vjones@example.com,(267) 913-7207,2025-05-07,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112116,,Carolyn,Perry,austincurtis@example.net,(493) 732-5683,2025-09-29,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112117,,Tyler,Rogers,lesliewalsh@example.net,(022) 892-0308,2025-04-11,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112118,,John,Wilcox,,(706) 266-9864,2024-05-23,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112120,,Jennifer,Patterson,morganjohn@example.com,(470) 607-1672,2025-05-30,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112121,,Angela,Sanford,langjohn@example.org,(538) 408-1632,2024-04-25,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112122,,Jacqueline,Gonzalez,cassandra98@example.com,(934) 646-1562,2024-09-26,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112123,,Christopher,Hanson,jeffersonemily@example.com,(419) 607-2550,2026-02-28,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112124,,Christopher,Clark,contrerascynthia@example.net,(748) 687-6481,2025-03-19,,0,0.0,0,No,Yes,,catch-all,LIVE,2026-04-14
ZCR-112125,,Samantha,Brock,kathy25@example.net,(232) 914-0683,2026-03-16,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112126,,Diana,Garcia,,(496) 898-2601,2024-06-26,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112127,,Jacqueline,Brown,ryancassandra@example.com,(789) 355-4305,2025-08-22,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112128,,John,Butler,,(715) 191-7268,2025-10-20,,0,0.0,0,No,Yes,,invalid,LIVE,2026-04-14
ZCR-112129,,Lauren,Wagner,benjamin35@example.net,(383) 364-8750,2025-05-09,,0,0.0,0,No,Yes,,unknown,LIVE,2026-04-14
ZCR-112130,,Mark,Miller,ihall@example.org,(892) 638-9637,2025-01-24,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112131,,Teresa,Kirk,laurenhendrix@example.net,(031) 739-9444,2024-07-29,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112132,,Jennifer,Fisher,jessicaclayton@example.org,(091) 702-5454,2024-11-21,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112133,,Joshua,Mcmillan,sparkstricia@example.org,(280) 181-5987,2024-06-08,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112134,,Scott,Rodriguez,maria26@example.com,(219) 992-6170,2024-05-17,,0,0.0,0,No,Yes,,valid,LIVE,2026-04-14
ZCR-112135,,Kevin,Thomas,,(969) 856-7913,2025-05-27,,0,0.0,0,No,Yes,,spamtrap,LIVE,2026-04-14
