Customer_ID,Full_Name,Email,Phone,contact_last_appt,Primary_Service,Total_Appointments,Total_Spent_USD,Loyalty_Points,SMS_Opt_In,Email_Opt_In,Source_System,max_appt_date_from_history,history_appt_count,no_show_count,total_revenue_from_history,resolved_last_date,data_status,last_appt_year
DS-207684,Laura Huynh,andrew36@example.org,(300) 085-4494,2024-09-15,Consultation,56,4168.4,737,No,Yes,DaySmart,2023-01-19,2,0,180.92,2023-01-19,LIVE,2023
DS-207685,Renee Rogers,wendy78@example.org,(984) 115-2009,2025-10-11,Manicure,23,2519.07,1588,Yes,No,DaySmart,2025-09-01,12,4,1927.78,2025-09-01,LIVE,2025
DS-207686,Robert Davis,jelliott@example.net,(080) 978-6748,2025-07-06,Manicure,26,763.93,686,No,No,DaySmart,2025-09-18,12,3,2158.73,2025-09-18,LIVE,2025
DS-207687,Todd Brown,keith30@example.com,(275) 206-1754,2025-08-07,Highlights,10,3333.15,37,No,Yes,DaySmart,2025-10-02,8,0,962.69,2025-10-02,LIVE,2025
DS-207688,Jennifer Rivera,piercedanny@example.com,(422) 574-7302,2024-11-08,Color Treatment,52,994.94,209,Yes,No,DaySmart,2024-06-02,5,2,771.55,2024-06-02,LIVE,2024
DS-207689,John Oconnell,teresagraham@example.net,(328) 316-3375,2024-11-16,Color Treatment,5,3239.65,885,No,Yes,DaySmart,2022-09-14,11,0,2164.94,2022-09-14,LIVE,2022
DS-207690,Dustin Campbell,acostascott@example.org,(586) 401-8744,2025-09-22,Pedicure,71,3255.6,413,Yes,Yes,DaySmart,2025-06-13,11,0,1972.61,2025-06-13,LIVE,2025
DS-207691,Francisco Wilson,jodi88@example.net,(813) 746-7686,2024-07-29,Manicure,12,143.71,54,No,No,DaySmart,2025-02-04,8,0,1426.74,2025-02-04,LIVE,2025
DS-207692,Vickie Goodman,heatherwallace@example.net,(287) 885-9970,2025-02-03,Massage,30,2891.84,1644,Yes,No,DaySmart,2021-09-26,2,1,395.87,2021-09-26,LIVE,2021
DS-207693,Lisa Crawford,harrisdiane@example.net,(747) 991-7614,2024-06-04,Manicure,65,2814.17,1974,Yes,Yes,DaySmart,2024-10-01,5,2,699.13,2024-10-01,LIVE,2024
DS-207694,Mrs. Christine Johnson,amygreen@example.com,(560) 817-0769,2026-03-29,Pedicure,64,3472.29,372,Yes,No,DaySmart,2022-08-29,11,3,1469.73,2022-08-29,LIVE,2022
DS-207695,Keith Patrick,judy29@example.net,(155) 358-3011,2024-06-12,Highlights,74,2490.5,555,Yes,No,DaySmart,2025-02-25,12,2,1922.06,2025-02-25,LIVE,2025
DS-207696,Erika Campbell,karen37@example.com,(428) 921-5327,2025-08-09,Highlights,61,4969.21,1443,No,No,DaySmart,2024-11-24,7,0,1451.73,2024-11-24,LIVE,2024
DS-207697,David Thompson,henry14@example.org,(583) 144-2131,2024-07-20,Color Treatment,36,2403.62,272,Yes,No,DaySmart,2025-10-20,6,1,736.0,2025-10-20,LIVE,2025
DS-207698,Austin Miller,bethany05@example.org,(398) 081-5005,2024-09-05,Haircut,73,4256.02,1841,No,No,DaySmart,2024-10-21,6,1,734.18,2024-10-21,LIVE,2024
DS-207699,Lindsey Roman,jenniferpark@example.org,(946) 468-8639,2024-09-11,Massage,46,1364.71,863,No,Yes,DaySmart,2025-08-23,9,2,2003.8,2025-08-23,LIVE,2025
DS-207700,Lori Baker,anthony71@example.org,(854) 303-8839,2024-07-17,Haircut,39,2156.11,1611,Yes,No,DaySmart,2025-05-22,6,2,913.58,2025-05-22,LIVE,2025
DS-207701,Angela Morales,hesterjames@example.com,(557) 939-4908,2024-06-16,Pedicure,67,2232.96,1198,No,Yes,DaySmart,2024-11-20,8,2,1123.57,2024-11-20,LIVE,2024
DS-207702,Jessica Johnston,mooremichael@example.org,(311) 691-9833,2024-07-22,Blowout,51,1312.24,1181,No,Yes,DaySmart,2025-11-12,4,0,340.65,2025-11-12,LIVE,2025
DS-207703,Suzanne Sutton,wardtimothy@example.net,(260) 714-4708,2024-05-09,Keratin Treatment,22,2602.26,1764,No,Yes,DaySmart,2019-10-28,1,0,78.66,2019-10-28,LIVE,2019
DS-207704,George Ayers,llane@example.org,(209) 535-2866,2024-05-06,Pedicure,59,2850.48,782,No,No,DaySmart,2024-05-29,12,2,1943.9,2024-05-29,LIVE,2024
DS-207705,Wayne Miller,samantha14@example.net,(110) 900-3256,2025-05-10,Haircut,5,634.72,743,No,Yes,DaySmart,2023-10-08,2,0,256.14,2023-10-08,LIVE,2023
DS-207706,Rebecca Long,sean64@example.com,(300) 685-1551,2024-07-27,Keratin Treatment,22,2138.83,347,Yes,Yes,DaySmart,2025-11-11,4,0,676.68,2025-11-11,LIVE,2025
DS-207707,Bonnie Holland,xchavez@example.org,(547) 981-5658,2025-09-10,Blowout,65,3095.49,1151,Yes,Yes,DaySmart,2023-12-28,8,0,907.69,2023-12-28,LIVE,2023
DS-207708,Briana Gomez MD,yjones@example.net,(713) 883-6747,2024-10-14,Massage,60,691.2,1776,No,No,DaySmart,2024-07-11,11,1,1971.99,2024-07-11,LIVE,2024
DS-207709,Francisco Rice,ymoore@example.com,(876) 667-8708,2025-04-08,Highlights,51,3684.17,1308,No,No,DaySmart,2025-07-16,12,1,1754.32,2025-07-16,LIVE,2025
DS-207710,Susan Bell,denise78@example.net,(856) 755-5360,2024-10-27,Blowout,57,4312.25,1781,Yes,Yes,DaySmart,2026-02-07,4,1,374.42,2026-02-07,LIVE,2026
DS-207711,Antonio Hernandez,pettyharold@example.org,(292) 374-1312,2025-11-10,Blowout,35,66.97,1296,Yes,Yes,DaySmart,2025-11-24,5,1,527.11,2025-11-24,LIVE,2025
DS-207712,Sarah Whitehead,kmay@example.net,(517) 300-7611,2026-03-23,Blowout,54,3303.04,162,No,Yes,DaySmart,2024-05-30,5,3,610.11,2024-05-30,LIVE,2024
DS-207713,Scott Perry DVM,bakerantonio@example.org,(088) 319-3013,2024-06-16,Highlights,20,1251.6,1008,No,Yes,DaySmart,2026-02-24,11,2,1713.52,2026-02-24,LIVE,2026
DS-207714,John Parker,ibruce@example.org,(408) 790-4005,2024-09-06,Highlights,57,4917.67,1684,No,Yes,DaySmart,2026-02-08,5,0,901.01,2026-02-08,LIVE,2026
DS-207715,Cindy Mcdowell,lisa46@example.com,(635) 221-4027,2025-01-01,Keratin Treatment,13,3184.31,1425,Yes,Yes,DaySmart,2025-12-23,10,2,2135.59,2025-12-23,LIVE,2025
DS-207716,Lisa Martinez,kduncan@example.org,(730) 390-2196,2025-01-29,Consultation,32,1365.62,32,No,Yes,DaySmart,2026-01-10,8,1,1688.96,2026-01-10,LIVE,2026
DS-207717,Eric Mahoney,wheeleraaron@example.org,(967) 955-5362,2025-11-19,Manicure,1,3604.94,333,No,No,DaySmart,2025-06-09,8,0,1092.25,2025-06-09,LIVE,2025
DS-207718,Julie King,erichansen@example.net,(403) 923-9356,2025-08-21,Blowout,21,1030.08,816,Yes,No,DaySmart,2022-11-24,7,2,1169.86,2022-11-24,LIVE,2022
DS-207719,Lori Lewis,contrerasamanda@example.net,(951) 891-9504,2025-02-20,Consultation,39,1003.7,817,Yes,Yes,DaySmart,2025-03-17,10,2,1749.31,2025-03-17,LIVE,2025
DS-207720,Randy Sanders,jason19@example.com,(171) 080-1334,2025-03-12,Keratin Treatment,10,4705.84,1460,No,No,DaySmart,2025-04-07,4,0,643.28,2025-04-07,LIVE,2025
DS-207721,Stacie Koch,amartinez@example.net,(342) 394-9639,2025-07-26,Color Treatment,27,3450.4,869,Yes,Yes,DaySmart,2026-01-12,12,0,1898.38,2026-01-12,LIVE,2026
DS-207722,Shannon Mccann,louisfields@example.com,(573) 968-1983,2025-07-06,Massage,13,3359.51,1895,Yes,Yes,DaySmart,2024-11-12,3,0,752.37,2024-11-12,LIVE,2024
DS-207723,Christian Roberts,allenbrandon@example.net,(595) 170-9548,2026-02-24,Consultation,31,245.53,1679,No,Yes,DaySmart,2024-07-10,6,0,847.59,2024-07-10,LIVE,2024
DS-207724,John Fuller,martinezjanet@example.org,(099) 085-3150,2025-07-06,Manicure,20,4633.82,108,No,No,DaySmart,2022-10-18,9,1,1713.26,2022-10-18,LIVE,2022
DS-207725,Heather Bradshaw,kim87@example.com,(297) 265-0638,2025-06-03,Blowout,1,2824.94,1193,No,No,DaySmart,2022-10-26,2,1,260.55,2022-10-26,LIVE,2022
DS-207726,Patrick Williams,briannamorales@example.org,(761) 482-8624,2024-12-01,Color Treatment,21,3722.51,603,No,Yes,DaySmart,2023-11-23,11,1,1705.99,2023-11-23,LIVE,2023
DS-207727,Meredith Doyle,fturner@example.net,(302) 327-7394,2025-10-26,Consultation,60,2141.86,515,No,No,DaySmart,2024-08-16,6,3,1052.72,2024-08-16,LIVE,2024
DS-207728,Kevin Melendez,andersonjoshua@example.net,(620) 110-8498,2024-12-19,Consultation,42,2008.24,696,No,No,DaySmart,2020-07-30,4,1,495.13,2020-07-30,LIVE,2020
DS-207729,Cynthia Mullins,krystaljohnson@example.net,(640) 673-6015,2024-05-20,Pedicure,41,2785.84,1374,No,Yes,DaySmart,2020-05-15,1,0,108.41,2020-05-15,LIVE,2020
DS-207730,Antonio Caldwell,michaelhall@example.net,(163) 834-8806,2024-08-22,Manicure,59,2302.59,867,No,No,DaySmart,2022-10-10,4,1,879.8,2022-10-10,LIVE,2022
DS-207731,Paul Henry,tbutler@example.com,(202) 745-3886,2025-02-28,Haircut,28,2866.91,1776,Yes,No,DaySmart,2014-07-23,2,0,128.68,2014-07-23,ARCHIVE,2014
DS-207732,Charles Johnson,smccarthy@example.org,(164) 691-8543,2025-05-11,Color Treatment,58,4850.11,673,Yes,No,DaySmart,2026-04-03,4,1,559.37,2026-04-03,LIVE,2026
DS-207733,Paul Montgomery,rubenwatson@example.com,(120) 584-6472,2024-12-21,Pedicure,11,3054.1,296,No,No,DaySmart,2025-06-25,12,2,2321.4,2025-06-25,LIVE,2025
DS-207734,Karen Reynolds,joseph88@example.org,(549) 372-8318,2025-12-31,Haircut,42,4018.44,1070,No,No,DaySmart,2025-04-30,4,2,832.24,2025-04-30,LIVE,2025
DS-207735,Laura Thompson,hannah25@example.com,(678) 386-6699,2025-04-18,Color Treatment,57,4098.72,511,Yes,No,DaySmart,2024-10-09,9,1,1616.39,2024-10-09,LIVE,2024
DS-207736,Joshua Morris,richard87@example.com,(280) 205-2874,2024-06-28,Pedicure,66,2966.18,499,No,Yes,DaySmart,2024-09-29,8,0,925.61,2024-09-29,LIVE,2024
DS-207737,Zoe Turner,april15@example.com,(723) 239-6378,2025-06-25,Massage,19,4002.79,1730,Yes,No,DaySmart,2026-03-08,10,2,1297.46,2026-03-08,LIVE,2026
DS-207738,Justin Webb,amandahart@example.org,(015) 771-0067,2024-07-22,Consultation,29,2820.63,819,No,Yes,DaySmart,2025-12-02,12,1,2049.81,2025-12-02,LIVE,2025
DS-207739,Jason Gutierrez,dcarter@example.net,(605) 967-4453,2024-10-23,Consultation,29,3232.09,1865,No,No,DaySmart,2026-04-07,8,2,884.52,2026-04-07,LIVE,2026
DS-207740,Alexandria Wilson,nguyencaleb@example.org,(922) 912-8754,2024-08-17,Massage,40,4585.84,514,No,No,DaySmart,2026-03-24,7,0,824.87,2026-03-24,LIVE,2026
DS-207741,Mary Harris,richardsoncharles@example.org,(061) 117-2860,2024-10-14,Keratin Treatment,25,3454.92,1136,Yes,Yes,DaySmart,2010-11-20,1,0,291.22,2010-11-20,ARCHIVE,2010
DS-207742,Bobby Foster,andrewanderson@example.net,(302) 151-7206,2024-07-22,Manicure,55,1069.1,325,Yes,No,DaySmart,2014-01-24,2,1,271.03,2014-01-24,ARCHIVE,2014
DS-207743,Molly Gordon,alexandramason@example.com,(845) 743-6232,2025-04-20,Massage,32,3987.14,1746,Yes,Yes,DaySmart,2025-06-01,7,0,819.17,2025-06-01,LIVE,2025
DS-207744,Stephanie Charles,lbennett@example.com,(807) 799-2264,2025-07-13,Pedicure,29,1680.16,881,Yes,Yes,DaySmart,2024-01-16,11,3,1902.63,2024-01-16,LIVE,2024
DS-207745,Cameron Hammond,ireynolds@example.com,(500) 550-6526,2024-10-25,Massage,24,597.46,291,No,No,DaySmart,2024-08-17,5,0,714.92,2024-08-17,LIVE,2024
DS-207746,Lauren Osborne,gibsonteresa@example.com,(679) 241-0759,2024-11-04,Color Treatment,70,1004.78,1462,Yes,Yes,DaySmart,2024-04-25,9,1,1760.6,2024-04-25,LIVE,2024
DS-207747,Michelle Moon,martincharles@example.org,(460) 699-8681,2025-06-18,Pedicure,46,3148.52,138,No,No,DaySmart,2026-03-20,8,2,1466.6,2026-03-20,LIVE,2026
DS-207748,Brandon Fischer,bmacias@example.org,(591) 449-8717,2025-12-10,Color Treatment,49,1607.53,1581,No,Yes,DaySmart,2025-12-29,7,2,1448.82,2025-12-29,LIVE,2025
DS-207749,Kenneth Lambert,amcknight@example.org,(398) 743-8738,2024-09-01,Color Treatment,16,1326.94,690,Yes,Yes,DaySmart,2025-11-21,2,0,202.68,2025-11-21,LIVE,2025
DS-207750,Latoya Lee,darrelljackson@example.net,(418) 096-0322,2025-02-21,Color Treatment,30,1804.65,1191,Yes,Yes,DaySmart,2026-01-02,12,2,1929.89,2026-01-02,LIVE,2026
DS-207751,William Stewart,mvalenzuela@example.org,(262) 592-3182,2024-11-18,Facial,12,4387.18,1358,No,Yes,DaySmart,2023-06-29,2,0,282.51,2023-06-29,LIVE,2023
DS-207752,Eric Singh,fbarton@example.com,(155) 935-2035,2025-09-07,Color Treatment,29,883.2,686,No,No,DaySmart,2025-08-20,7,2,1545.04,2025-08-20,LIVE,2025
DS-207753,Timothy Holt,jameshaas@example.net,(529) 665-9840,2025-07-06,Consultation,57,2321.26,1437,No,No,DaySmart,2026-03-16,8,0,1285.02,2026-03-16,LIVE,2026
DS-207754,Cody Weeks,carlestrada@example.net,(706) 917-7854,2025-11-19,Consultation,21,1642.05,1916,Yes,Yes,DaySmart,2020-02-25,6,1,824.21,2020-02-25,LIVE,2020
DS-207755,Zachary Grant,wcervantes@example.com,(605) 781-3783,2025-04-03,Keratin Treatment,78,4884.9,567,No,No,DaySmart,2025-09-14,6,2,1009.74,2025-09-14,LIVE,2025
DS-207756,Devon Johnson,tcarroll@example.com,(920) 319-0728,2025-09-01,Blowout,6,1353.67,369,No,No,DaySmart,2025-12-02,10,2,1533.21,2025-12-02,LIVE,2025
DS-207757,Lucas Howe,ojenkins@example.com,(330) 444-9228,2026-03-03,Blowout,67,3202.98,1361,No,No,DaySmart,2015-09-15,2,0,524.53,2015-09-15,ARCHIVE,2015
DS-207758,Elizabeth Davis,rmcneil@example.org,(299) 740-4400,2024-08-04,Blowout,47,1953.04,990,Yes,No,DaySmart,2024-05-08,4,0,832.89,2024-05-08,LIVE,2024
DS-207759,Michael Quinn,nsimmons@example.org,(899) 621-8219,2025-02-23,Consultation,48,3084.92,1233,No,No,DaySmart,2019-02-05,1,1,244.7,2019-02-05,LIVE,2019
DS-207760,Douglas Rivas,elizabethhaas@example.net,(243) 775-0493,2025-05-10,Facial,74,2332.85,1235,Yes,Yes,DaySmart,2019-07-20,2,0,562.65,2019-07-20,LIVE,2019
DS-207761,Jeffrey Martin,moconnor@example.com,(448) 239-9526,2026-03-10,Massage,28,4732.74,1473,Yes,No,DaySmart,2023-11-28,3,0,322.64,2023-11-28,LIVE,2023
DS-207762,Zoe Lee,chill@example.com,(423) 889-2108,2025-01-12,Pedicure,65,3112.6,1532,Yes,Yes,DaySmart,2023-11-22,1,0,227.71,2023-11-22,LIVE,2023
DS-207763,Katherine Kelly,robert14@example.org,(513) 934-4703,2024-07-03,Highlights,27,3981.51,618,Yes,Yes,DaySmart,2024-03-07,3,0,533.86,2024-03-07,LIVE,2024
DS-207764,Stephanie Curtis,kara23@example.org,(801) 168-3355,2024-09-04,Haircut,46,1364.69,249,Yes,Yes,DaySmart,2024-08-09,10,1,1824.57,2024-08-09,LIVE,2024
DS-207765,Robert Estes,danielmurphy@example.net,(684) 312-0454,2024-07-03,Keratin Treatment,21,1163.52,198,No,No,DaySmart,2025-04-12,1,0,114.95,2025-04-12,LIVE,2025
DS-207766,Christopher Munoz,amber76@example.com,(559) 009-8702,2025-04-20,Keratin Treatment,46,1001.45,68,No,No,DaySmart,2024-01-11,4,0,798.5,2024-01-11,LIVE,2024
DS-207767,Courtney Lawrence,stonemary@example.net,(805) 229-9209,2024-05-16,Highlights,73,3020.97,619,No,No,DaySmart,2025-08-09,11,0,1239.95,2025-08-09,LIVE,2025
DS-207768,Justin Murillo,jgutierrez@example.net,(506) 226-0188,2024-09-01,Highlights,7,743.72,721,No,No,DaySmart,2024-10-10,9,1,1116.75,2024-10-10,LIVE,2024
DS-207769,Lisa Hill,pricekatherine@example.com,(881) 903-8233,2025-10-17,Manicure,11,4822.49,1226,Yes,No,DaySmart,2022-02-04,3,1,590.71,2022-02-04,LIVE,2022
DS-207770,Christopher Evans,kimberly55@example.com,(815) 605-0237,2024-09-16,Massage,9,4860.26,930,No,Yes,DaySmart,2023-08-12,10,1,2230.21,2023-08-12,LIVE,2023
DS-207771,Michael Nunez,jonathan18@example.org,(370) 474-6048,2026-01-27,Haircut,20,4079.3,969,No,No,DaySmart,2025-07-29,4,0,513.89,2025-07-29,LIVE,2025
DS-207772,Tamara Robinson,cookjoseph@example.org,(907) 095-4024,2025-09-18,Keratin Treatment,44,2644.34,1660,No,No,DaySmart,2025-07-01,5,0,828.12,2025-07-01,LIVE,2025
DS-207773,Jeremy Mitchell,juanfuller@example.org,(828) 347-6793,2024-05-11,Facial,78,4219.5,1901,No,Yes,DaySmart,2025-08-05,10,1,1847.54,2025-08-05,LIVE,2025
DS-207774,Diana Holden,alexanderthompson@example.org,(373) 261-2568,2026-01-29,Blowout,61,2577.8,944,No,Yes,DaySmart,2023-08-15,4,0,952.89,2023-08-15,LIVE,2023
DS-207775,Cody Wang,keith61@example.org,(809) 090-0496,2025-11-28,Massage,49,4039.31,1198,Yes,Yes,DaySmart,2020-05-13,3,1,751.63,2020-05-13,LIVE,2020
DS-207776,Shannon Harrison,ashleyholland@example.com,(013) 387-9007,2024-11-24,Massage,5,4317.6,386,No,No,DaySmart,2025-02-11,3,1,515.98,2025-02-11,LIVE,2025
DS-207777,Robert Thomas,joseph93@example.net,(501) 533-1065,2024-07-31,Facial,47,1464.92,744,Yes,No,DaySmart,2025-11-27,11,5,1415.42,2025-11-27,LIVE,2025
DS-207778,Cameron Bennett,idavis@example.net,(711) 080-4569,2025-05-08,Blowout,48,235.9,1131,No,Yes,DaySmart,2026-01-23,9,3,1369.39,2026-01-23,LIVE,2026
DS-207779,Robert Wilson,qgriffin@example.org,(586) 081-9429,2025-01-17,Manicure,2,3024.41,93,Yes,Yes,DaySmart,2026-02-28,5,0,786.15,2026-02-28,LIVE,2026
DS-207780,Thomas Williams,anita99@example.net,(277) 493-1450,2024-07-14,Consultation,44,970.17,478,Yes,Yes,DaySmart,2022-10-11,11,3,1842.02,2022-10-11,LIVE,2022
DS-207781,Jeremy Padilla,hicksjim@example.org,(059) 703-1549,2024-07-10,Haircut,56,1610.31,1986,Yes,Yes,DaySmart,2022-03-18,3,0,578.3,2022-03-18,LIVE,2022
DS-207782,Bailey Beard,vcarter@example.com,(499) 717-8670,2025-07-30,Consultation,17,161.83,1929,No,Yes,DaySmart,2025-08-24,11,0,2092.58,2025-08-24,LIVE,2025
DS-207783,Zachary Sellers,dianaavery@example.org,(666) 026-4395,2026-01-14,Highlights,48,1517.43,1002,No,Yes,DaySmart,2025-11-10,11,0,1231.72,2025-11-10,LIVE,2025
DS-207784,Gregory Jones,steven98@example.com,(244) 907-4154,2025-11-14,Manicure,13,3102.12,2,No,Yes,DaySmart,2026-02-17,9,0,1346.65,2026-02-17,LIVE,2026
DS-207785,Nicholas Lindsey,jesus55@example.com,(095) 962-2383,2024-12-24,Massage,75,42.79,858,Yes,No,DaySmart,2025-01-16,8,3,1334.13,2025-01-16,LIVE,2025
DS-207786,Rachael Hill,wilsonscott@example.net,(435) 480-4628,2025-01-13,Highlights,58,1414.78,382,Yes,No,DaySmart,2023-12-03,9,3,1218.83,2023-12-03,LIVE,2023
DS-207787,Jimmy Salazar,kayla26@example.com,(831) 432-8522,2025-10-25,Consultation,40,4619.85,1435,No,No,DaySmart,2025-06-29,12,2,2072.39,2025-06-29,LIVE,2025
DS-207788,Robert Simmons,langbenjamin@example.net,(451) 834-8417,2026-01-19,Keratin Treatment,27,3428.39,1494,Yes,No,DaySmart,2025-09-29,8,1,1063.62,2025-09-29,LIVE,2025
DS-207789,Ian Murphy,obryant@example.com,(820) 058-6773,2025-08-25,Color Treatment,37,2808.44,873,Yes,No,DaySmart,2026-03-15,8,3,1438.32,2026-03-15,LIVE,2026
DS-207790,Melissa Cox,jonescrystal@example.org,(583) 663-5015,2025-07-28,Color Treatment,63,1010.58,225,Yes,No,DaySmart,2025-12-04,5,1,570.13,2025-12-04,LIVE,2025
DS-207791,Gabrielle Bush,rmeadows@example.net,(433) 095-8854,2026-02-12,Highlights,70,1659.5,1197,Yes,Yes,DaySmart,2026-03-01,9,0,1659.95,2026-03-01,LIVE,2026
DS-207792,Jessica Johnson,ruizrebecca@example.org,(236) 567-9715,2024-09-11,Massage,47,4320.78,323,Yes,No,DaySmart,2022-11-19,3,0,639.97,2022-11-19,LIVE,2022
DS-207793,Timothy Banks,frankrodriguez@example.net,(608) 185-1448,2024-07-05,Manicure,23,4004.58,136,Yes,Yes,DaySmart,2019-07-11,2,0,281.31,2019-07-11,LIVE,2019
DS-207794,Kristina Williams,kelleyamy@example.org,(384) 573-2532,2026-02-05,Highlights,79,2006.47,1568,Yes,No,DaySmart,2019-11-20,2,0,319.26,2019-11-20,LIVE,2019
DS-207795,Wendy Molina,aandrews@example.net,(498) 987-0258,2025-04-29,Haircut,37,4512.99,1078,No,Yes,DaySmart,2020-02-07,4,1,676.64,2020-02-07,LIVE,2020
DS-207796,Paula Harper DDS,pcoleman@example.org,(266) 818-6394,2025-07-31,Consultation,47,2246.97,1399,Yes,Yes,DaySmart,2024-11-28,1,0,160.39,2024-11-28,LIVE,2024
DS-207797,Michael Duncan,clarencejohnson@example.com,(831) 073-9607,2025-12-27,Facial,17,4641.11,194,Yes,Yes,DaySmart,2023-11-29,10,2,1899.77,2023-11-29,LIVE,2023
DS-207798,Parker Hodges,ericksoneric@example.org,(725) 302-6272,2025-03-11,Consultation,45,789.14,184,Yes,Yes,DaySmart,2025-08-26,10,1,1952.05,2025-08-26,LIVE,2025
DS-207799,Joshua Pratt,martinezmorgan@example.org,(549) 113-2486,2026-02-07,Massage,56,4677.64,96,Yes,Yes,DaySmart,2024-08-08,3,0,394.18,2024-08-08,LIVE,2024
DS-207800,Victor Taylor,april44@example.com,(917) 301-0520,2025-09-01,Facial,72,31.3,340,Yes,Yes,DaySmart,2026-04-09,4,0,373.83,2026-04-09,LIVE,2026
DS-207801,Paula Torres,newmaneduardo@example.org,(378) 537-4724,2024-10-11,Highlights,60,4895.66,1868,Yes,Yes,DaySmart,2025-08-08,7,0,935.13,2025-08-08,LIVE,2025
DS-207802,Antonio Jackson,brenda62@example.net,(835) 058-3065,2026-02-07,Massage,15,3452.03,789,Yes,No,DaySmart,2026-03-11,6,0,686.17,2026-03-11,LIVE,2026
DS-207803,Jeffrey Curtis,anthony01@example.org,(107) 397-6197,2025-05-21,Facial,3,2961.04,206,Yes,No,DaySmart,2025-03-01,4,1,593.14,2025-03-01,LIVE,2025
DS-207804,William Rodriguez,mhernandez@example.com,(507) 190-3403,2024-10-25,Keratin Treatment,62,3336.26,1015,No,No,DaySmart,2025-03-13,11,0,1501.4,2025-03-13,LIVE,2025
DS-207805,Ethan Davis,alexis86@example.com,(497) 002-1861,2026-04-13,Manicure,25,2558.26,1124,No,Yes,DaySmart,2026-01-01,2,0,484.38,2026-01-01,LIVE,2026
DS-207806,Michael Sherman,bjones@example.org,(268) 430-7521,2024-06-15,Consultation,3,1579.31,1526,No,No,DaySmart,2023-09-21,1,0,176.41,2023-09-21,LIVE,2023
DS-207807,Dr. Tonya Washington,hjones@example.net,(489) 273-4873,2025-12-30,Highlights,75,326.88,911,Yes,No,DaySmart,2026-02-05,10,1,1390.65,2026-02-05,LIVE,2026
DS-207808,Brittany Duke,ashlee66@example.com,(577) 760-9709,2024-05-20,Pedicure,21,3904.27,541,No,No,DaySmart,2025-12-24,10,1,2002.48,2025-12-24,LIVE,2025
DS-207809,Jose Morse,larsonchristopher@example.org,(377) 661-8646,2026-03-06,Blowout,18,1938.87,1390,Yes,No,DaySmart,2026-03-02,5,1,771.18,2026-03-02,LIVE,2026
DS-207810,Christina Barnett,ramirezdavid@example.com,(708) 223-3170,2026-04-12,Color Treatment,80,1126.84,1871,Yes,No,DaySmart,2024-08-01,4,1,582.96,2024-08-01,LIVE,2024
DS-207811,Carrie Larsen,brittany19@example.com,(108) 723-8511,2025-07-26,Haircut,20,4460.73,867,Yes,Yes,DaySmart,2024-10-28,9,2,1225.42,2024-10-28,LIVE,2024
DS-207812,Shawn Ramos,nathan61@example.org,(365) 469-0052,2026-03-09,Highlights,23,2657.92,888,No,No,DaySmart,2021-03-09,1,0,299.81,2021-03-09,LIVE,2021
DS-207813,Carla Campbell,louis53@example.com,(250) 333-8508,2024-11-04,Haircut,55,721.42,1891,No,No,DaySmart,2025-03-06,1,0,144.69,2025-03-06,LIVE,2025
DS-207814,Edward Hardy,nmccormick@example.org,(365) 218-0912,2024-10-22,Color Treatment,48,3610.73,404,No,No,DaySmart,2025-01-21,8,1,1075.07,2025-01-21,LIVE,2025
DS-207815,Heidi Sellers,millermatthew@example.org,(711) 456-7869,2024-08-11,Facial,33,2706.7,1409,No,No,DaySmart,2026-02-15,6,3,846.18,2026-02-15,LIVE,2026
DS-207816,Cassandra Riley,seancannon@example.net,(800) 229-0387,2025-06-21,Massage,2,4901.46,774,Yes,No,DaySmart,2023-08-21,3,0,729.45,2023-08-21,LIVE,2023
DS-207817,Brian Roman,don73@example.net,(846) 383-4758,2024-05-26,Facial,64,1606.2,482,No,Yes,DaySmart,2025-04-12,8,3,1685.9,2025-04-12,LIVE,2025
DS-207818,Marcus Jones,garciadwayne@example.net,(345) 343-1422,2024-07-25,Facial,6,3027.17,94,Yes,No,DaySmart,2019-05-27,1,1,115.96,2019-05-27,LIVE,2019
DS-207819,Angela Smith,brucemichael@example.net,(999) 616-7031,2025-07-19,Facial,25,3249.7,1376,No,No,DaySmart,2021-10-27,4,0,607.92,2021-10-27,LIVE,2021
DS-207820,Crystal Fox,thomas16@example.com,(878) 727-1969,2025-12-25,Manicure,65,3272.17,608,Yes,No,DaySmart,2022-11-25,2,1,285.19,2022-11-25,LIVE,2022
DS-207821,Andrew Meyers,briannalyons@example.org,(772) 408-7231,2026-01-17,Facial,80,3941.84,390,Yes,No,DaySmart,2024-06-28,8,0,1050.74,2024-06-28,LIVE,2024
DS-207822,Daniel Floyd,angela81@example.net,(343) 760-7181,2025-02-05,Manicure,13,2527.63,1671,No,Yes,DaySmart,2025-12-26,11,1,1662.97,2025-12-26,LIVE,2025
DS-207823,Susan Burns,tiffanyrodriguez@example.org,(535) 767-7796,2024-05-23,Consultation,32,4572.42,1757,Yes,Yes,DaySmart,2024-02-25,5,2,655.82,2024-02-25,LIVE,2024
DS-207824,Alexandria Haney DDS,reyesaustin@example.com,(559) 727-2403,2025-12-31,Highlights,73,1295.28,1023,Yes,No,DaySmart,2026-01-22,3,0,693.91,2026-01-22,LIVE,2026
DS-207825,Donald Smith,stephen83@example.com,(787) 583-2548,2025-04-21,Facial,58,2738.71,288,No,No,DaySmart,2023-11-06,1,0,203.97,2023-11-06,LIVE,2023
