firstname,lastname,email,phone,lifecyclestage,hs_lead_status,deal_stage,unsubscribed_from_all_email,hs_email_open,hs_email_click,hs_analytics_last_visit_timestamp,zoho_last_open_date,zoho_lead_status,zoho_id,daysmart_id,master_id,last_appointment_date,daysmart_status,lifetime_value,total_appointments,loyalty_points,primary_service,zerobounce_status,zerobounce_score,email_verification_status,service_interests,data_rule_applied,source_system,record_type,import_date
Lauren,Wilson,valeriesmith@example.net,(512) 528-6202,lead,Qualified,Decision Maker,False,102,1,2025-10-20,2025-10-20,Qualified,ZCR-107433,,ZCR-107433,2025-08-15,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Newsletter; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Cristian,Reed,karenhuber@example.org,(723) 957-0164,lead,Unqualified,Proposal,False,71,53,2025-04-29,2025-04-29,Unqualified,ZCR-107434,,ZCR-107434,2025-07-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Professional; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicholas,Richards,steventucker@example.com,(107) 631-0085,lead,Qualified,Prospecting,False,1,1,2026-02-04,2026-02-04,Qualified,ZCR-107436,,ZCR-107436,2024-07-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Becky,Santiago,joy59@example.com,(597) 529-7715,lead,Qualified,Closed Won,False,66,17,2025-10-27,2025-10-27,Qualified,ZCR-107437,,ZCR-107437,2025-07-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Healthcare; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joseph,Perez,stacey14@example.net,(399) 875-3723,lead,Working,Prospecting,False,61,24,2025-04-27,2025-04-27,Working,ZCR-107438,,ZCR-107438,2025-11-29,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Andrew,Walsh,michael27@example.com,(719) 081-0722,lead,Unqualified,Perception Analysis,False,111,31,2026-02-08,2026-02-08,Unqualified,ZCR-107439,,ZCR-107439,2026-02-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dr.,Gerald Nichols DVM,hooverjill@example.net,(694) 567-3971,lead,Qualified,Closed Lost,False,34,22,2026-02-10,2026-02-10,Qualified,ZCR-107440,,ZCR-107440,2025-09-29,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tracy,Gray DDS,tnewman@example.com,(762) 704-5816,lead,Qualified,Value Proposition,False,8,0,2025-07-02,2025-07-02,Qualified,ZCR-107441,,ZCR-107441,2024-11-29,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Derek,Mccormick,isaac02@example.org,(071) 220-1454,lead,Qualified,Prospecting,False,92,31,2026-02-20,2026-02-20,Qualified,ZCR-107442,,ZCR-107442,2025-07-04,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate; Education; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Charles,Brown,ucunningham@example.com,(712) 744-1716,lead,Unqualified,Value Proposition,False,44,17,2026-01-09,2026-01-09,Unqualified,ZCR-107443,,ZCR-107443,2025-05-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Michael,Ward,jensenkimberly@example.org,(512) 130-1897,lead,Working,Needs Analysis,False,72,54,2025-08-23,2025-08-23,Working,ZCR-107444,,ZCR-107444,2025-05-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Healthcare; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Vincent,Cook,austinjessica@example.net,(315) 972-0794,lead,Converted,Value Proposition,False,107,41,2025-05-16,2025-05-16,Converted,ZCR-107445,,ZCR-107445,2024-10-28,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Fitness; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Karen,Sanford,gary52@example.org,(094) 975-3337,lead,Qualified,Decision Maker,False,23,14,2025-08-28,2025-08-28,Qualified,ZCR-107446,,ZCR-107446,2025-08-30,No DaySmart Record,0.0,0,0,,valid,10,Valid,Repeat; VIP; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Karla,Flores,ccastillo@example.org,(681) 157-3321,lead,Working,Value Proposition,False,62,55,2026-02-16,2026-02-16,Working,ZCR-107447,,ZCR-107447,2025-09-28,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Healthcare; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jeanne,Griffin MD,cwilliamson@example.org,(557) 159-2093,lead,Unqualified,Needs Analysis,False,91,31,2025-10-24,2025-10-24,Unqualified,ZCR-107448,,ZCR-107448,2024-10-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ashley,Snyder,staceyblack@example.org,(011) 358-2713,lead,Working,Decision Maker,False,116,2,2026-03-27,2026-03-27,Working,ZCR-107449,,ZCR-107449,2024-05-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Hospitality; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Janet,Sparks,sherryford@example.net,(526) 649-5839,lead,Qualified,Value Proposition,False,118,3,2026-01-07,2026-01-07,Qualified,ZCR-107450,,ZCR-107450,2025-09-06,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Linda,Perez,josephcisneros@example.net,(049) 061-3957,lead,Qualified,Value Proposition,False,52,15,2025-07-09,2025-07-09,Qualified,ZCR-107452,,ZCR-107452,2026-01-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Megan,Johnson,jeffreyparker@example.com,(769) 695-7788,lead,Converted,Perception Analysis,False,73,30,2025-07-10,2025-07-10,Converted,ZCR-107454,,ZCR-107454,2025-06-06,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; Healthcare; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sean,Sellers,wwalsh@example.net,(899) 485-9506,lead,Qualified,Needs Analysis,False,40,20,2025-12-08,2025-12-08,Qualified,ZCR-107455,,ZCR-107455,2024-04-17,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Hospitality; New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Alexander,Padilla,robertfigueroa@example.net,(116) 568-9128,lead,Qualified,Closed Won,False,111,56,2026-01-24,2026-01-24,Qualified,ZCR-107456,,ZCR-107456,2024-11-26,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jonathon,Brown,jessicathompson@example.com,(777) 433-6097,lead,Converted,Proposal,False,50,6,2025-09-22,2025-09-22,Converted,ZCR-107457,,ZCR-107457,2024-06-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Gabriella,Gordon,foleyerin@example.net,(475) 812-8113,lead,Working,Qualification,False,103,2,2025-06-09,2025-06-09,Working,ZCR-107458,,ZCR-107458,2025-06-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tracy,Garcia,meadowsmarissa@example.org,(171) 424-8307,lead,Unqualified,Prospecting,False,37,29,2025-08-23,2025-08-23,Unqualified,ZCR-107459,,ZCR-107459,2025-12-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Julie,Molina,petersonnicole@example.org,(795) 317-8280,lead,Qualified,Needs Analysis,False,50,22,2026-02-24,2026-02-24,Qualified,ZCR-107461,,ZCR-107461,2025-03-29,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Beauty; Education,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Scott,Erickson,brian74@example.net,(052) 723-5329,lead,Qualified,Perception Analysis,False,114,1,2025-08-22,2025-08-22,Qualified,ZCR-107462,,ZCR-107462,2024-06-27,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Tracy,Bernard,nortoncraig@example.org,(398) 616-4193,lead,Working,Closed Lost,False,46,26,2026-01-19,2026-01-19,Working,ZCR-107463,,ZCR-107463,2024-11-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Referral; Retail; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Eugene,Nunez,wilsonjuan@example.com,(088) 495-5907,lead,Converted,Perception Analysis,False,108,21,2026-02-17,2026-02-17,Converted,ZCR-107464,,ZCR-107464,2024-05-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Lauren,Johnson,michael52@example.net,(859) 205-5705,lead,Converted,Closed Won,False,74,46,2025-12-30,2025-12-30,Converted,ZCR-107468,,ZCR-107468,2024-12-02,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ronald,Wallace,kimberlyhouse@example.com,(501) 162-2126,lead,New,Negotiation,False,82,38,2025-12-20,2025-12-20,New,ZCR-107469,,ZCR-107469,2024-07-23,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Angela,Hunter,flowersnathan@example.net,(940) 995-9876,lead,Working,Qualification,False,66,59,2025-12-19,2025-12-19,Working,ZCR-107470,,ZCR-107470,2024-06-15,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Healthcare; Hospitality; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Adriana,Barnes,richard57@example.net,(366) 882-1630,lead,Converted,Negotiation,False,88,16,2025-11-30,2025-11-30,Converted,ZCR-107471,,ZCR-107471,2024-05-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicholas,Ross,garciamichael@example.net,(275) 432-7373,lead,Working,Qualification,False,58,4,2025-07-15,2025-07-15,Working,ZCR-107472,,ZCR-107472,2025-01-07,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Hospitality; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Abigail,Guzman,georgegarcia@example.org,(530) 994-3969,lead,New,Negotiation,False,18,12,2025-06-09,2025-06-09,New,ZCR-107473,,ZCR-107473,2025-07-30,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,High Value; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Caleb,Dillon,jason16@example.org,(808) 231-1232,lead,New,Closed Won,False,43,14,2025-06-25,2025-06-25,New,ZCR-107474,,ZCR-107474,2024-12-21,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Beauty; Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jeffrey,Elliott,shawnriley@example.net,(806) 762-8611,lead,Unqualified,Needs Analysis,False,49,5,2025-11-05,2025-11-05,Unqualified,ZCR-107476,,ZCR-107476,2025-12-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Newsletter; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jennifer,Calhoun,natalie55@example.org,(568) 800-1757,lead,New,Closed Won,False,10,2,2026-01-18,2026-01-18,New,ZCR-107477,,ZCR-107477,2025-05-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,High Value; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Michael,Kramer,tedwards@example.com,(279) 032-9199,lead,Working,Value Proposition,False,3,0,2026-03-19,2026-03-19,Working,ZCR-107478,,ZCR-107478,2024-09-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jessica,Rodriguez,aharper@example.com,(290) 959-0230,lead,Working,Prospecting,False,71,36,2026-02-13,2026-02-13,Working,ZCR-107479,,ZCR-107479,2025-07-05,No DaySmart Record,0.0,0,0,,valid,10,Valid,Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jennifer,Fuller,bautistajohn@example.com,(952) 818-5137,lead,Converted,Proposal,False,81,29,2026-01-12,2026-01-12,Converted,ZCR-107481,,ZCR-107481,2024-09-07,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Beauty,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jeffery,Watkins,katherinepayne@example.net,(547) 043-9692,lead,New,Negotiation,False,1,1,2025-09-02,2025-09-02,New,ZCR-107482,,ZCR-107482,2025-05-06,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Benjamin,Cox,hernandezjames@example.com,(654) 477-2718,lead,Unqualified,Needs Analysis,False,95,41,2025-07-17,2025-07-17,Unqualified,ZCR-107484,,ZCR-107484,2026-02-25,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christina,Jackson,danielwilson@example.com,(175) 462-3418,lead,Converted,Value Proposition,False,44,38,2025-05-19,2025-05-19,Converted,ZCR-107487,,ZCR-107487,2025-06-29,No DaySmart Record,0.0,0,0,,valid,10,Valid,Newsletter; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Shane,Hayes,manuelward@example.com,(097) 280-4415,lead,Unqualified,Decision Maker,False,42,8,2025-09-25,2025-09-25,Unqualified,ZCR-107488,,ZCR-107488,2025-11-15,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Fitness; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Susan,Johnson,myersernest@example.net,(000) 012-2476,lead,New,Closed Won,False,55,10,2025-05-31,2025-05-31,New,ZCR-107490,,ZCR-107490,2024-12-19,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Monica,Armstrong,betty37@example.org,(259) 698-4533,lead,Unqualified,Decision Maker,False,42,14,2026-02-02,2026-02-02,Unqualified,ZCR-107494,,ZCR-107494,2025-01-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Hospitality; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Erika,Mccann,wayne53@example.org,(409) 766-6309,lead,Working,Proposal,False,118,59,2025-04-26,2025-04-26,Working,ZCR-107496,,ZCR-107496,2026-03-22,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Earl,Taylor,banksdaniel@example.net,(769) 284-2954,lead,Qualified,Proposal,False,111,53,2026-01-07,2026-01-07,Qualified,ZCR-107497,,ZCR-107497,2025-01-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; High Value; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Karen,Mcguire,zchen@example.com,(304) 865-2479,lead,Unqualified,Needs Analysis,False,51,50,2026-02-13,2026-02-13,Unqualified,ZCR-107499,,ZCR-107499,2026-03-23,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Education; Newsletter; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jonathan,Yates,nchase@example.com,(955) 401-2567,lead,Qualified,Value Proposition,False,40,27,2025-09-26,2025-09-26,Qualified,ZCR-107500,,ZCR-107500,2025-05-03,No DaySmart Record,0.0,0,0,,valid,10,Valid,New Customer; Professional; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jeffery,Mason,jeremiah31@example.net,(015) 467-1331,lead,Working,Qualification,False,7,4,2026-01-10,2026-01-10,Working,ZCR-107502,,ZCR-107502,2025-11-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Katherine,Martin,scottharris@example.org,(813) 664-3680,lead,Converted,,False,23,0,2025-11-10,2025-11-10,Converted,ZCR-107503,,ZCR-107503,2024-08-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Wesley,Wilson,rebecca03@example.org,(938) 030-7582,lead,Unqualified,Needs Analysis,False,117,48,2026-02-25,2026-02-25,Unqualified,ZCR-107504,,ZCR-107504,2025-09-05,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joseph,Long,gary49@example.com,(119) 295-1093,lead,Converted,,False,95,13,2025-08-03,2025-08-03,Converted,ZCR-107505,,ZCR-107505,2025-01-10,No DaySmart Record,0.0,0,0,,valid,10,Valid,Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Juan,Reese,jacoballen@example.com,(999) 440-2181,lead,Converted,Closed Lost,False,22,19,2026-02-06,2026-02-06,Converted,ZCR-107506,,ZCR-107506,2025-04-23,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Anne,Hunter,martinjulia@example.org,(921) 101-8479,lead,New,Decision Maker,False,26,14,2026-04-06,2026-04-06,New,ZCR-107507,,ZCR-107507,2025-11-06,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Howard,Green,weberjames@example.net,(553) 189-6112,lead,New,Negotiation,False,113,20,2026-03-19,2026-03-19,New,ZCR-107508,,ZCR-107508,2025-07-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Fitness; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Lynn,Mendoza,gallegosthomas@example.org,(632) 326-6749,lead,Working,Proposal,False,68,8,2026-01-03,2026-01-03,Working,ZCR-107509,,ZCR-107509,2026-01-21,No DaySmart Record,0.0,0,0,,unknown,4,Valid,Education; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Sheri,Wong,gomezdonna@example.com,(604) 829-6528,lead,New,Value Proposition,False,27,7,2025-06-30,2025-06-30,New,ZCR-107511,,ZCR-107511,2026-03-30,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Chad,Brown,arthur93@example.org,(673) 809-7453,lead,Working,Prospecting,False,51,4,2025-11-11,2025-11-11,Working,ZCR-107512,,ZCR-107512,2025-01-02,No DaySmart Record,0.0,0,0,,valid,10,Valid,Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Melanie,Mcdonald,ricealice@example.net,(321) 699-3729,lead,New,Qualification,False,113,23,2025-09-10,2025-09-10,New,ZCR-107513,,ZCR-107513,2025-02-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kelly,Bowers,phillipsjanet@example.org,(208) 762-0631,lead,Converted,Closed Lost,False,9,0,2025-09-22,2025-09-22,Converted,ZCR-107514,,ZCR-107514,2025-12-24,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
James,Hampton,keithjohnson@example.com,(723) 570-5547,lead,Working,Negotiation,False,30,2,2025-05-31,2025-05-31,Working,ZCR-107515,,ZCR-107515,2024-08-29,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Hospitality; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Cynthia,Bell,qmason@example.com,(324) 478-7079,lead,Converted,Needs Analysis,False,26,20,2025-05-16,2025-05-16,Converted,ZCR-107516,,ZCR-107516,2024-05-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
John,Briggs,ashleysmith@example.org,(334) 480-6446,lead,Converted,Prospecting,False,66,44,2026-03-06,2026-03-06,Converted,ZCR-107517,,ZCR-107517,2024-05-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jasmine,Hanson,kgonzales@example.org,(283) 645-2032,lead,Working,Negotiation,False,112,54,2025-05-04,2025-05-04,Working,ZCR-107518,,ZCR-107518,2025-11-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Healthcare,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Crystal,Craig,bryansolomon@example.org,(623) 822-9147,lead,Converted,Decision Maker,False,97,60,2025-11-27,2025-11-27,Converted,ZCR-107520,,ZCR-107520,2024-11-08,No DaySmart Record,0.0,0,0,,valid,10,Valid,Education; New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christina,Taylor,uwolfe@example.org,(373) 475-4553,lead,Qualified,Qualification,False,76,48,2025-11-11,2025-11-11,Qualified,ZCR-107521,,ZCR-107521,2024-12-02,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Anna,Ellis,jerrygregory@example.org,(115) 596-7442,lead,Unqualified,Closed Lost,True,5,1,2025-12-24,2025-12-24,Unqualified,ZCR-107522,,ZCR-107522,2025-07-18,No DaySmart Record,0.0,0,0,,do_not_mail,1,Valid,Corporate,Do Not Mail,Zoho,Zoho Only — Never Booked,2026-04-14
Christopher,Davis,williamharris@example.org,(074) 074-4341,lead,Working,Negotiation,False,77,4,2025-10-04,2025-10-04,Working,ZCR-107523,,ZCR-107523,2024-06-27,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Beauty; Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Miss,Anna Robinson,wlee@example.net,(234) 954-9356,lead,Qualified,Closed Lost,False,94,37,2025-08-29,2025-08-29,Qualified,ZCR-107524,,ZCR-107524,2026-04-03,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Healthcare; New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Joshua,Beck,tara12@example.com,(435) 728-4052,lead,New,Decision Maker,False,95,55,2026-01-25,2026-01-25,New,ZCR-107525,,ZCR-107525,2025-05-31,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Repeat; VIP; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Isabella,Everett,ellisbradley@example.org,(461) 185-1959,lead,Qualified,Proposal,False,70,29,2025-08-17,2025-08-17,Qualified,ZCR-107527,,ZCR-107527,2025-06-17,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; High Value; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christopher,Coleman,thomasmiller@example.org,(035) 938-4066,lead,New,Closed Won,False,118,27,2025-05-24,2025-05-24,New,ZCR-107528,,ZCR-107528,2025-02-13,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Pamela,Robinson,alexanderdonald@example.org,(958) 747-8222,lead,Unqualified,Needs Analysis,False,111,1,2025-11-10,2025-11-10,Unqualified,ZCR-107529,,ZCR-107529,2024-09-14,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Hospitality,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nathan,Rivera,webbsteven@example.org,(548) 251-7739,lead,New,Qualification,False,11,11,2025-11-06,2025-11-06,New,ZCR-107530,,ZCR-107530,2024-10-01,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Javier,Norris,srivera@example.com,(488) 712-6746,lead,Working,Value Proposition,False,75,40,2026-01-12,2026-01-12,Working,ZCR-107531,,ZCR-107531,2024-10-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Healthcare; Referral; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Jessica,Shah DVM,cookalexandra@example.com,(569) 241-9838,lead,New,Qualification,False,71,10,2025-10-29,2025-10-29,New,ZCR-107532,,ZCR-107532,2026-01-04,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Corporate; New Customer,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Ronnie,Martin,martinezjoyce@example.com,(857) 255-4788,lead,Converted,Decision Maker,False,107,2,2025-07-28,2025-07-28,Converted,ZCR-107534,,ZCR-107534,2025-02-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Beauty; Referral; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Marcus,Padilla,ytorres@example.org,(452) 029-0487,lead,New,Needs Analysis,False,117,0,2025-12-02,2025-12-02,New,ZCR-107535,,ZCR-107535,2024-06-09,No DaySmart Record,0.0,0,0,,valid,10,Valid,Course; Newsletter,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Kristine,Porter,carlsontimothy@example.net,(761) 277-0529,lead,New,Closed Won,False,106,28,2025-07-01,2025-07-01,New,ZCR-107536,,ZCR-107536,2025-09-10,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Fitness; New Customer; Wellness,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nicholas,Lewis,tcisneros@example.org,(301) 593-9252,lead,Working,Decision Maker,False,111,47,2025-07-20,2025-07-20,Working,ZCR-107537,,ZCR-107537,2025-03-14,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate; New Customer; Professional,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Christian,Williams,robertlang@example.com,(375) 587-9894,lead,Working,,False,83,3,2026-01-14,2026-01-14,Working,ZCR-107538,,ZCR-107538,2025-08-20,No DaySmart Record,0.0,0,0,,valid,10,Valid,Fitness; Newsletter; Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Dr.,Laura Fox DDS,oweaver@example.org,(754) 300-7957,lead,New,Perception Analysis,False,30,26,2025-12-25,2025-12-25,New,ZCR-107539,,ZCR-107539,2024-12-11,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Healthcare; Repeat; VIP,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Richard,Moss,llopez@example.com,(200) 433-5647,lead,Working,Negotiation,False,85,5,2025-10-06,2025-10-06,Working,ZCR-107540,,ZCR-107540,2025-01-21,No DaySmart Record,0.0,0,0,,valid,10,Valid,Corporate; Healthcare; High Value,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Benjamin,Trevino,maryortega@example.org,(798) 836-2724,lead,Working,Qualification,False,50,2,2025-11-29,2025-11-29,Working,ZCR-107541,,ZCR-107541,2025-09-19,No DaySmart Record,0.0,0,0,,catch-all,6,Valid,Corporate; Healthcare; Referral,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
Nancy,Williams,michael48@example.com,(476) 350-9527,lead,Qualified,Closed Lost,False,28,25,2025-11-09,2025-11-09,Qualified,ZCR-107542,,ZCR-107542,2025-08-26,No DaySmart Record,0.0,0,0,,valid,10,Valid,Retail,Pass,Zoho,Zoho Only — Never Booked,2026-04-14
