master_id,zoho_id,daysmart_id,first_name,last_name,email,phone,last_known_appointment,archive_last_appt,archive_appt_count,archive_total_spent,archive_last_service,daysmart_status,zoho_lead_status,zerobounce_status,rule_applied,reason_archived,email_opens,email_clicks,source_system,record_type,archived_date
ZCR-102729,ZCR-102729,,Stephen,Richardson,,(609) 464-5219,2024-05-07,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,78,30,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102731,ZCR-102731,,Andrew,Juarez,,(252) 090-4639,2025-08-24,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,53,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102734,ZCR-102734,,Stacey,Miller,,(838) 921-6853,2025-10-05,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,15,12,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102746,ZCR-102746,,Derek,Cook,,(973) 738-1572,2025-11-24,,0,0.0,,No DaySmart Record,Converted,spamtrap,Prospect Rule,Invalid email — no booking,115,28,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102752,ZCR-102752,,Monica,Campbell,,(472) 912-7929,2026-02-10,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,40,19,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102771,ZCR-102771,,Sydney,Gordon,,(076) 487-1657,2024-09-28,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,113,17,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102772,ZCR-102772,,Andrew,Hamilton,,(022) 746-2708,2026-01-24,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,3,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102773,ZCR-102773,,Laura,Clark,,(214) 501-5131,2026-01-21,,0,0.0,,No DaySmart Record,Unqualified,abuse,Prospect Rule,Invalid email — no booking,57,56,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102783,ZCR-102783,,Gary,Baker DDS,,(664) 825-7835,2026-03-22,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,1,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102799,ZCR-102799,,Joseph,Dixon,,(810) 965-2696,2025-08-22,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,75,10,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102802,ZCR-102802,,Rebecca,Walker,,(736) 763-0067,2024-05-31,,0,0.0,,No DaySmart Record,New,abuse,Prospect Rule,Invalid email — no booking,56,31,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102803,ZCR-102803,,Daniel,House,,(216) 767-0062,2025-12-05,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,32,8,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102810,ZCR-102810,,Nicole,Hernandez,,(101) 191-7085,2026-03-26,,0,0.0,,No DaySmart Record,Converted,abuse,Prospect Rule,Invalid email — no booking,61,8,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102815,ZCR-102815,,Danny,Haley,,(200) 465-7408,2026-03-31,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,53,25,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102818,ZCR-102818,,Max,Harrell,,(639) 850-3397,2024-09-02,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,97,12,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102823,ZCR-102823,,Christina,Novak,,(950) 666-3546,2025-10-18,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,11,7,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102824,ZCR-102824,,Ethan,Tran,,(384) 875-6009,2024-05-24,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,111,56,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102831,ZCR-102831,,Lisa,Johnson,,(275) 225-8133,2025-01-13,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,34,4,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102832,ZCR-102832,,Monique,Glover,,(236) 488-8254,2025-01-30,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,64,52,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102850,ZCR-102850,,Raymond,Romero,,(180) 732-2281,2024-09-04,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,87,52,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102852,ZCR-102852,,Jacob,Bradshaw,,(983) 626-3735,2025-06-08,,0,0.0,,No DaySmart Record,Converted,spamtrap,Prospect Rule,Invalid email — no booking,106,7,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102859,ZCR-102859,,Stacey,Hernandez,,(934) 918-6494,2024-08-16,,0,0.0,,No DaySmart Record,Converted,abuse,Prospect Rule,Invalid email — no booking,85,15,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102861,ZCR-102861,,Pamela,Smith,,(865) 151-0001,2025-03-20,,0,0.0,,No DaySmart Record,Converted,abuse,Prospect Rule,Invalid email — no booking,78,21,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102865,ZCR-102865,,Johnny,Patterson,,(074) 282-5694,2025-04-27,,0,0.0,,No DaySmart Record,Converted,spamtrap,Prospect Rule,Invalid email — no booking,96,48,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102888,ZCR-102888,,Darrell,Martinez,,(260) 392-0408,2025-02-11,,0,0.0,,No DaySmart Record,Unqualified,spamtrap,Prospect Rule,Invalid email — no booking,58,36,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102899,ZCR-102899,,Kara,Hogan,,(235) 693-8468,2025-05-11,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,83,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102901,ZCR-102901,,Tiffany,Johnson,,(347) 159-3841,2024-09-18,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,117,60,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102908,ZCR-102908,,Ashley,Simpson,,(489) 989-4246,2024-07-16,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,9,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102909,ZCR-102909,,Dennis,Yang,,(300) 944-2865,2024-12-29,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,93,11,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102917,ZCR-102917,,Lindsey,Cooper,,(053) 164-0149,2026-02-21,,0,0.0,,No DaySmart Record,Qualified,abuse,Prospect Rule,Invalid email — no booking,31,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102921,ZCR-102921,,John,Lee,,(216) 230-9963,2025-05-19,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,43,5,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102924,ZCR-102924,,Amanda,White,,(505) 077-6303,2026-03-01,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,77,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102929,ZCR-102929,,Carl,Shaw,,(724) 929-4779,2024-05-13,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,40,14,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102930,ZCR-102930,,Jeffrey,Mccoy,,(307) 073-3861,2025-04-06,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,92,44,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102939,ZCR-102939,,Matthew,Nelson,,(294) 933-7044,2025-11-26,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,43,10,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102955,ZCR-102955,,Diana,Lewis,,(811) 420-8737,2025-06-10,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,54,21,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102957,ZCR-102957,,Christina,Hale,,(463) 857-0735,2024-12-20,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,31,30,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102962,ZCR-102962,,Mikayla,Mitchell,,(821) 975-1792,2024-12-15,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,90,10,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102965,ZCR-102965,,Ariana,Conner DDS,,(765) 771-5532,2025-06-13,,0,0.0,,No DaySmart Record,Unqualified,abuse,Prospect Rule,Invalid email — no booking,77,37,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102972,ZCR-102972,,Rhonda,Davis,,(234) 779-8513,2025-03-22,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,40,10,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102980,ZCR-102980,,Carolyn,Ramos,,(829) 199-4872,2025-05-27,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,76,44,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-102992,ZCR-102992,,Amy,Farmer,,(945) 021-8272,2024-07-17,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,50,7,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103002,ZCR-103002,,Leslie,Pollard,,(303) 429-5169,2026-02-10,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,88,21,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103003,ZCR-103003,,Willie,Contreras,,(565) 951-5997,2024-07-29,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,27,8,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103004,ZCR-103004,,James,Barton,,(350) 335-6587,2024-06-29,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,60,38,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103020,ZCR-103020,,Dr.,Deanna Orozco PhD,,(657) 678-5728,2025-11-08,,0,0.0,,No DaySmart Record,Working,abuse,Prospect Rule,Invalid email — no booking,92,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103023,ZCR-103023,,Justin,Sandoval,,(950) 402-1893,2024-10-05,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,113,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103025,ZCR-103025,,Jane,Robertson,,(448) 085-1997,2024-10-23,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,112,55,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103050,ZCR-103050,,Timothy,Williamson,,(102) 221-6059,2025-08-24,,0,0.0,,No DaySmart Record,Working,abuse,Prospect Rule,Invalid email — no booking,48,47,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103055,ZCR-103055,,Matthew,Martin,,(245) 929-3588,2026-01-30,,0,0.0,,No DaySmart Record,Qualified,spamtrap,Prospect Rule,Invalid email — no booking,12,3,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103059,ZCR-103059,,Melissa,Williams,,(326) 364-9654,2026-03-14,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,74,24,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103072,ZCR-103072,,Derek,Baker,,(834) 938-5938,2025-10-11,,0,0.0,,No DaySmart Record,Converted,spamtrap,Prospect Rule,Invalid email — no booking,29,18,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103074,ZCR-103074,,Clayton,Gamble,,(382) 462-0991,2025-06-18,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,19,11,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103078,ZCR-103078,,Sandra,Richardson,,(833) 324-1386,2024-04-30,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,31,5,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103079,ZCR-103079,,Sandra,Foster,,(476) 003-4978,2025-07-31,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,68,26,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103082,ZCR-103082,,Amanda,Andrews,,(156) 706-6467,2025-11-18,,0,0.0,,No DaySmart Record,Unqualified,spamtrap,Prospect Rule,Invalid email — no booking,84,12,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103095,ZCR-103095,,Rachel,Hardin,,(675) 854-6252,2024-08-24,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,96,29,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103099,ZCR-103099,,Ryan,Evans,,(056) 981-2147,2024-06-28,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,117,26,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103112,ZCR-103112,,Brandon,Harris,,(697) 023-4929,2024-09-03,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,15,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103115,ZCR-103115,,Carla,Moore,,(459) 117-4639,2024-08-22,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,38,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103117,ZCR-103117,,Jamie,Martinez,,(812) 735-9739,2025-01-06,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,113,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103125,ZCR-103125,,Anthony,Jones,,(760) 947-8795,2025-02-10,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,69,2,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103132,ZCR-103132,,Jerry,Kennedy,,(815) 071-4209,2024-04-30,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,77,13,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103144,ZCR-103144,,Malik,Garza,,(422) 303-0735,2024-12-12,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,10,4,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103146,ZCR-103146,,Kelly,Watts,,(601) 406-4359,2026-04-08,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,104,26,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103150,ZCR-103150,,Mark,Guerra,,(884) 782-4142,2025-11-05,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,77,37,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103154,ZCR-103154,,Mr.,Kevin Dudley,,(793) 454-6264,2024-06-28,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,71,2,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103158,ZCR-103158,,Dustin,Romero,,(220) 701-9604,2024-11-07,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,28,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103161,ZCR-103161,,Douglas,Stein,,(893) 030-6753,2026-03-30,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,70,20,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103163,ZCR-103163,,Nicholas,Boyer,,(947) 522-2025,2024-09-10,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,45,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103165,ZCR-103165,,Maria,Morse,,(708) 453-4242,2025-03-29,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,10,6,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103181,ZCR-103181,,Mark,Benton,,(695) 641-2691,2026-02-26,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,120,52,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103187,ZCR-103187,,Beverly,Davis,,(738) 800-3829,2025-09-03,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,10,6,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103193,ZCR-103193,,Brittany,Douglas,,(981) 364-1549,2024-07-13,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,31,4,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103201,ZCR-103201,,Hannah,Shaw,,(765) 909-5303,2025-07-23,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,70,12,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103207,ZCR-103207,,Stephen,Hall,,(984) 238-4520,2025-10-27,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,73,18,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103212,ZCR-103212,,Valerie,Rodriguez,,(996) 075-2727,2025-03-29,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,100,12,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103215,ZCR-103215,,Shawn,Fernandez,,(667) 634-5380,2024-10-18,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,57,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103237,ZCR-103237,,Jennifer,David,,(689) 455-6391,2025-09-22,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,60,55,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103242,ZCR-103242,,Katie,Russell,,(078) 280-2023,2024-08-02,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,111,49,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103255,ZCR-103255,,Teresa,Hunter,,(862) 634-6890,2026-03-28,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,46,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103257,ZCR-103257,,Amanda,Perkins,,(409) 261-9223,2024-08-28,,0,0.0,,No DaySmart Record,New,abuse,Prospect Rule,Invalid email — no booking,31,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103264,ZCR-103264,,Edward,Parker,,(816) 528-2094,2024-07-04,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,86,53,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103270,ZCR-103270,,Raymond,Berry,,(921) 812-7207,2024-06-22,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,40,26,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103273,ZCR-103273,,Jose,Cook,,(548) 312-1321,2026-02-27,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,29,10,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103284,ZCR-103284,,Maria,Salas,,(763) 022-9247,2025-10-19,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,54,27,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103285,ZCR-103285,,Lawrence,Maxwell,,(739) 962-7462,2024-09-07,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,50,5,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103304,ZCR-103304,,Elijah,Spencer,,(421) 864-3920,2024-06-04,,0,0.0,,No DaySmart Record,Unqualified,spamtrap,Prospect Rule,Invalid email — no booking,111,32,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103318,ZCR-103318,,Lindsey,Turner,,(510) 797-5810,2026-01-01,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,84,22,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103326,ZCR-103326,,Dr.,Eric Taylor Jr.,,(418) 062-5686,2025-10-25,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,12,2,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103332,ZCR-103332,,Elizabeth,Murphy,,(244) 250-9811,2025-04-26,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,83,9,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103334,ZCR-103334,,Matthew,Jones,,(970) 427-2427,2025-08-13,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,16,15,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103338,ZCR-103338,,Eric,Rios,,(210) 351-6129,2024-12-04,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,82,6,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103349,ZCR-103349,,Mrs.,Emily Burgess,,(013) 864-9025,2025-02-20,,0,0.0,,No DaySmart Record,Unqualified,abuse,Prospect Rule,Invalid email — no booking,38,4,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103357,ZCR-103357,,Anna,Farley,,(823) 654-2888,2026-02-25,,0,0.0,,No DaySmart Record,New,invalid,Prospect Rule,Invalid email — no booking,16,2,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103360,ZCR-103360,,Brenda,Hernandez,,(301) 933-6895,2024-07-15,,0,0.0,,No DaySmart Record,Qualified,spamtrap,Prospect Rule,Invalid email — no booking,38,23,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103362,ZCR-103362,,Dawn,Bright,,(413) 199-7473,2024-11-19,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,57,46,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103370,ZCR-103370,,Carolyn,Nelson,,(903) 763-8125,2025-12-19,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,68,47,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103377,ZCR-103377,,Luis,Scott,,(700) 183-0976,2024-10-29,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,68,7,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103382,ZCR-103382,,Brandy,Munoz,,(488) 005-0863,2024-07-05,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,31,6,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103400,ZCR-103400,,Nicholas,Wheeler,,(253) 610-3798,2025-02-27,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,112,13,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103404,ZCR-103404,,Sarah,Pierce,,(705) 134-6947,2025-10-06,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,39,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103410,ZCR-103410,,Karl,Burns,,(081) 449-3676,2024-07-01,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,41,5,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103415,ZCR-103415,,William,Potts,,(419) 656-4718,2024-07-12,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,24,19,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103420,ZCR-103420,,Ronald,Brown,,(308) 152-4553,2025-06-23,,0,0.0,,No DaySmart Record,Working,spamtrap,Prospect Rule,Invalid email — no booking,93,35,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103421,ZCR-103421,,Steve,Johnson,,(808) 627-1772,2025-05-11,,0,0.0,,No DaySmart Record,Qualified,spamtrap,Prospect Rule,Invalid email — no booking,34,13,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103436,ZCR-103436,,Joel,Allen,,(917) 153-9824,2025-07-17,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,55,4,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103437,ZCR-103437,,Christina,Joseph,,(825) 270-7318,2025-12-07,,0,0.0,,No DaySmart Record,Qualified,spamtrap,Prospect Rule,Invalid email — no booking,108,8,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103444,ZCR-103444,,Jessica,Lewis,,(254) 265-5112,2025-11-14,,0,0.0,,No DaySmart Record,New,spamtrap,Prospect Rule,Invalid email — no booking,95,27,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103448,ZCR-103448,,Jason,Griffin,,(142) 680-3728,2025-06-09,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,59,29,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103450,ZCR-103450,,Kimberly,Meadows,,(718) 910-1858,2024-11-29,,0,0.0,,No DaySmart Record,Unqualified,invalid,Prospect Rule,Invalid email — no booking,63,49,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103455,ZCR-103455,,Janet,Figueroa,,(887) 133-6054,2024-12-17,,0,0.0,,No DaySmart Record,Working,invalid,Prospect Rule,Invalid email — no booking,26,1,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103458,ZCR-103458,,Linda,Olson,,(448) 066-4783,2024-06-12,,0,0.0,,No DaySmart Record,Unqualified,spamtrap,Prospect Rule,Invalid email — no booking,43,11,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103464,ZCR-103464,,Rachel,Rivera,,(317) 648-7646,2024-11-07,,0,0.0,,No DaySmart Record,Unqualified,abuse,Prospect Rule,Invalid email — no booking,85,0,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103482,ZCR-103482,,Gabrielle,Martin,,(681) 204-6498,2025-03-31,,0,0.0,,No DaySmart Record,Converted,spamtrap,Prospect Rule,Invalid email — no booking,107,15,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103485,ZCR-103485,,Kenneth,Graham,,(110) 896-7847,2026-02-08,,0,0.0,,No DaySmart Record,Qualified,invalid,Prospect Rule,Invalid email — no booking,24,1,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103498,ZCR-103498,,Cody,Aguilar,,(065) 123-2630,2024-09-21,,0,0.0,,No DaySmart Record,Unqualified,spamtrap,Prospect Rule,Invalid email — no booking,18,11,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103505,ZCR-103505,,Kimberly,Mitchell,,(740) 058-6502,2025-08-31,,0,0.0,,No DaySmart Record,Converted,invalid,Prospect Rule,Invalid email — no booking,67,32,Zoho,Zoho Only — Never Booked,2026-04-14
ZCR-103508,ZCR-103508,,Catherine,Ward,,(780) 982-2568,2024-12-06,,0,0.0,,No DaySmart Record,Converted,abuse,Prospect Rule,Invalid email — no booking,96,28,Zoho,Zoho Only — Never Booked,2026-04-14
